"yr","naics_code","naics_code_descr","revenue_category","employee_size","number_of_biz"
"2021","311","Food Manufacturing","$10M-$20M","Total","46"
"2021","311","Food Manufacturing","$20M-$50M","Total","47"
"2021","311","Food Manufacturing","$50M-$100M","Total","11"
"2021","311","Food Manufacturing","$100M-$500M","Total","12"
"2021","311","Food Manufacturing","$500M-$1B","Total","0"
"2021","311","Food Manufacturing","Over $1B","Total","1"
"2021","311","Food Manufacturing","Total","Total","4781"
"2021","312","Beverage and Tobacco Product Manufacturing","NA","1-4","2"
"2021","312","Beverage and Tobacco Product Manufacturing","Less than $100K","1-4","1"
"2021","312","Beverage and Tobacco Product Manufacturing","$100K-$200K","1-4","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$200K-$500K","1-4","5"
"2021","312","Beverage and Tobacco Product Manufacturing","$500K-$1M","1-4","21"
"2021","312","Beverage and Tobacco Product Manufacturing","$1M-$2.5M","1-4","78"
"2021","312","Beverage and Tobacco Product Manufacturing","$2.5M-$5M","1-4","40"
"2021","312","Beverage and Tobacco Product Manufacturing","$5M-$10M","1-4","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$10M-$20M","1-4","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$20M-$50M","1-4","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$50M-$100M","1-4","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$100M-$500M","1-4","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$500M-$1B","1-4","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Over $1B","1-4","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Total","1-4","147"
"2021","312","Beverage and Tobacco Product Manufacturing","NA","5-9","1"
"2021","312","Beverage and Tobacco Product Manufacturing","Less than $100K","5-9","3"
"2021","312","Beverage and Tobacco Product Manufacturing","$100K-$200K","5-9","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$200K-$500K","5-9","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$500K-$1M","5-9","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$1M-$2.5M","5-9","108"
"2021","312","Beverage and Tobacco Product Manufacturing","$2.5M-$5M","5-9","21"
"2021","312","Beverage and Tobacco Product Manufacturing","$5M-$10M","5-9","49"
"2021","312","Beverage and Tobacco Product Manufacturing","$10M-$20M","5-9","2"
"2021","312","Beverage and Tobacco Product Manufacturing","$20M-$50M","5-9","6"
"2021","312","Beverage and Tobacco Product Manufacturing","$50M-$100M","5-9","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$100M-$500M","5-9","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$500M-$1B","5-9","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Over $1B","5-9","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Total","5-9","190"
"2021","312","Beverage and Tobacco Product Manufacturing","NA","10-19","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Less than $100K","10-19","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$100K-$200K","10-19","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$200K-$500K","10-19","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$500K-$1M","10-19","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$1M-$2.5M","10-19","1"
"2021","312","Beverage and Tobacco Product Manufacturing","$2.5M-$5M","10-19","13"
"2021","312","Beverage and Tobacco Product Manufacturing","$5M-$10M","10-19","7"
"2021","312","Beverage and Tobacco Product Manufacturing","$10M-$20M","10-19","4"
"2021","312","Beverage and Tobacco Product Manufacturing","$20M-$50M","10-19","1"
"2021","312","Beverage and Tobacco Product Manufacturing","$50M-$100M","10-19","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$100M-$500M","10-19","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$500M-$1B","10-19","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Over $1B","10-19","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Total","10-19","26"
"2021","312","Beverage and Tobacco Product Manufacturing","NA","20-49","1"
"2021","312","Beverage and Tobacco Product Manufacturing","Less than $100K","20-49","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$100K-$200K","20-49","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$200K-$500K","20-49","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$500K-$1M","20-49","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$1M-$2.5M","20-49","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$2.5M-$5M","20-49","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$5M-$10M","20-49","9"
"2021","312","Beverage and Tobacco Product Manufacturing","$10M-$20M","20-49","34"
"2021","312","Beverage and Tobacco Product Manufacturing","$20M-$50M","20-49","206"
"2021","312","Beverage and Tobacco Product Manufacturing","$50M-$100M","20-49","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$100M-$500M","20-49","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$500M-$1B","20-49","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Over $1B","20-49","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Total","20-49","250"
"2021","312","Beverage and Tobacco Product Manufacturing","NA","50-99","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Less than $100K","50-99","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$100K-$200K","50-99","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$200K-$500K","50-99","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$500K-$1M","50-99","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$1M-$2.5M","50-99","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$2.5M-$5M","50-99","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$5M-$10M","50-99","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$10M-$20M","50-99","1"
"2021","312","Beverage and Tobacco Product Manufacturing","$20M-$50M","50-99","5"
"2021","312","Beverage and Tobacco Product Manufacturing","$50M-$100M","50-99","8"
"2021","312","Beverage and Tobacco Product Manufacturing","$100M-$500M","50-99","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$500M-$1B","50-99","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Over $1B","50-99","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Total","50-99","14"
"2021","312","Beverage and Tobacco Product Manufacturing","NA","100-249","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Less than $100K","100-249","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$100K-$200K","100-249","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$200K-$500K","100-249","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$500K-$1M","100-249","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$1M-$2.5M","100-249","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$2.5M-$5M","100-249","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$5M-$10M","100-249","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$10M-$20M","100-249","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$20M-$50M","100-249","2"
"2021","312","Beverage and Tobacco Product Manufacturing","$50M-$100M","100-249","1"
"2021","312","Beverage and Tobacco Product Manufacturing","$100M-$500M","100-249","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$500M-$1B","100-249","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Over $1B","100-249","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Total","100-249","3"
"2021","312","Beverage and Tobacco Product Manufacturing","NA","250-499","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Less than $100K","250-499","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$100K-$200K","250-499","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$200K-$500K","250-499","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$500K-$1M","250-499","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$1M-$2.5M","250-499","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$2.5M-$5M","250-499","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$5M-$10M","250-499","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$10M-$20M","250-499","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$20M-$50M","250-499","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$50M-$100M","250-499","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$100M-$500M","250-499","2"
"2021","312","Beverage and Tobacco Product Manufacturing","$500M-$1B","250-499","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Over $1B","250-499","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Total","250-499","2"
"2021","312","Beverage and Tobacco Product Manufacturing","NA","500-999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Less than $100K","500-999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$100K-$200K","500-999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$200K-$500K","500-999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$500K-$1M","500-999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$1M-$2.5M","500-999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$2.5M-$5M","500-999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$5M-$10M","500-999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$10M-$20M","500-999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$20M-$50M","500-999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$50M-$100M","500-999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$100M-$500M","500-999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$500M-$1B","500-999","1"
"2021","312","Beverage and Tobacco Product Manufacturing","Over $1B","500-999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Total","500-999","1"
"2021","312","Beverage and Tobacco Product Manufacturing","NA","1,000-4,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Less than $100K","1,000-4,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$100K-$200K","1,000-4,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$200K-$500K","1,000-4,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$500K-$1M","1,000-4,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$1M-$2.5M","1,000-4,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$2.5M-$5M","1,000-4,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$5M-$10M","1,000-4,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$10M-$20M","1,000-4,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$20M-$50M","1,000-4,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$50M-$100M","1,000-4,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$100M-$500M","1,000-4,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$500M-$1B","1,000-4,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Over $1B","1,000-4,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Total","1,000-4,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","NA","5,000-9,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Less than $100K","5,000-9,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$100K-$200K","5,000-9,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$200K-$500K","5,000-9,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$500K-$1M","5,000-9,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$1M-$2.5M","5,000-9,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$2.5M-$5M","5,000-9,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$5M-$10M","5,000-9,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$10M-$20M","5,000-9,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$20M-$50M","5,000-9,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$50M-$100M","5,000-9,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$100M-$500M","5,000-9,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$500M-$1B","5,000-9,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Over $1B","5,000-9,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Total","5,000-9,999","0"
"2021","312","Beverage and Tobacco Product Manufacturing","NA","Over 10,000","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Less than $100K","Over 10,000","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$100K-$200K","Over 10,000","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$200K-$500K","Over 10,000","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$500K-$1M","Over 10,000","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$1M-$2.5M","Over 10,000","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$2.5M-$5M","Over 10,000","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$5M-$10M","Over 10,000","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$10M-$20M","Over 10,000","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$20M-$50M","Over 10,000","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$50M-$100M","Over 10,000","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$100M-$500M","Over 10,000","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$500M-$1B","Over 10,000","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Over $1B","Over 10,000","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Total","Over 10,000","0"
"2021","312","Beverage and Tobacco Product Manufacturing","NA","NA","1"
"2021","312","Beverage and Tobacco Product Manufacturing","Less than $100K","NA","3"
"2021","312","Beverage and Tobacco Product Manufacturing","$100K-$200K","NA","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$200K-$500K","NA","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$500K-$1M","NA","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$1M-$2.5M","NA","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$2.5M-$5M","NA","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$5M-$10M","NA","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$10M-$20M","NA","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$20M-$50M","NA","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$50M-$100M","NA","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$100M-$500M","NA","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$500M-$1B","NA","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Over $1B","NA","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Total","NA","4"
"2021","312","Beverage and Tobacco Product Manufacturing","NA","Total","5"
"2021","312","Beverage and Tobacco Product Manufacturing","Less than $100K","Total","7"
"2021","312","Beverage and Tobacco Product Manufacturing","$100K-$200K","Total","0"
"2021","312","Beverage and Tobacco Product Manufacturing","$200K-$500K","Total","5"
"2021","312","Beverage and Tobacco Product Manufacturing","$500K-$1M","Total","21"
"2021","312","Beverage and Tobacco Product Manufacturing","$1M-$2.5M","Total","187"
"2021","312","Beverage and Tobacco Product Manufacturing","$2.5M-$5M","Total","74"
"2021","312","Beverage and Tobacco Product Manufacturing","$5M-$10M","Total","65"
"2021","312","Beverage and Tobacco Product Manufacturing","$10M-$20M","Total","41"
"2021","312","Beverage and Tobacco Product Manufacturing","$20M-$50M","Total","220"
"2021","312","Beverage and Tobacco Product Manufacturing","$50M-$100M","Total","9"
"2021","312","Beverage and Tobacco Product Manufacturing","$100M-$500M","Total","2"
"2021","312","Beverage and Tobacco Product Manufacturing","$500M-$1B","Total","1"
"2021","312","Beverage and Tobacco Product Manufacturing","Over $1B","Total","0"
"2021","312","Beverage and Tobacco Product Manufacturing","Total","Total","637"
"2021","313","Textile Mills","NA","1-4","0"
"2021","313","Textile Mills","Less than $100K","1-4","1"
"2021","313","Textile Mills","$100K-$200K","1-4","14"
"2021","313","Textile Mills","$200K-$500K","1-4","11"
"2021","313","Textile Mills","$500K-$1M","1-4","19"
"2021","313","Textile Mills","$1M-$2.5M","1-4","5"
"2021","313","Textile Mills","$2.5M-$5M","1-4","9"
"2021","313","Textile Mills","$5M-$10M","1-4","0"
"2021","313","Textile Mills","$10M-$20M","1-4","0"
"2021","313","Textile Mills","$20M-$50M","1-4","0"
"2021","313","Textile Mills","$50M-$100M","1-4","0"
"2021","313","Textile Mills","$100M-$500M","1-4","0"
"2021","313","Textile Mills","$500M-$1B","1-4","0"
"2021","313","Textile Mills","Over $1B","1-4","0"
"2021","313","Textile Mills","Total","1-4","59"
"2021","313","Textile Mills","NA","5-9","0"
"2021","313","Textile Mills","Less than $100K","5-9","0"
"2021","313","Textile Mills","$100K-$200K","5-9","0"
"2021","313","Textile Mills","$200K-$500K","5-9","3"
"2021","313","Textile Mills","$500K-$1M","5-9","4"
"2021","313","Textile Mills","$1M-$2.5M","5-9","18"
"2021","313","Textile Mills","$2.5M-$5M","5-9","2"
"2021","313","Textile Mills","$5M-$10M","5-9","14"
"2021","313","Textile Mills","$10M-$20M","5-9","0"
"2021","313","Textile Mills","$20M-$50M","5-9","0"
"2021","313","Textile Mills","$50M-$100M","5-9","0"
"2021","313","Textile Mills","$100M-$500M","5-9","0"
"2021","313","Textile Mills","$500M-$1B","5-9","0"
"2021","313","Textile Mills","Over $1B","5-9","0"
"2021","313","Textile Mills","Total","5-9","41"
"2021","313","Textile Mills","NA","10-19","0"
"2021","313","Textile Mills","Less than $100K","10-19","1"
"2021","313","Textile Mills","$100K-$200K","10-19","0"
"2021","313","Textile Mills","$200K-$500K","10-19","0"
"2021","313","Textile Mills","$500K-$1M","10-19","1"
"2021","313","Textile Mills","$1M-$2.5M","10-19","20"
"2021","313","Textile Mills","$2.5M-$5M","10-19","1"
"2021","313","Textile Mills","$5M-$10M","10-19","3"
"2021","313","Textile Mills","$10M-$20M","10-19","2"
"2021","313","Textile Mills","$20M-$50M","10-19","0"
"2021","313","Textile Mills","$50M-$100M","10-19","0"
"2021","313","Textile Mills","$100M-$500M","10-19","0"
"2021","313","Textile Mills","$500M-$1B","10-19","0"
"2021","313","Textile Mills","Over $1B","10-19","0"
"2021","313","Textile Mills","Total","10-19","28"
"2021","313","Textile Mills","NA","20-49","0"
"2021","313","Textile Mills","Less than $100K","20-49","0"
"2021","313","Textile Mills","$100K-$200K","20-49","0"
"2021","313","Textile Mills","$200K-$500K","20-49","0"
"2021","313","Textile Mills","$500K-$1M","20-49","0"
"2021","313","Textile Mills","$1M-$2.5M","20-49","1"
"2021","313","Textile Mills","$2.5M-$5M","20-49","2"
"2021","313","Textile Mills","$5M-$10M","20-49","1"
"2021","313","Textile Mills","$10M-$20M","20-49","1"
"2021","313","Textile Mills","$20M-$50M","20-49","0"
"2021","313","Textile Mills","$50M-$100M","20-49","0"
"2021","313","Textile Mills","$100M-$500M","20-49","0"
"2021","313","Textile Mills","$500M-$1B","20-49","0"
"2021","313","Textile Mills","Over $1B","20-49","0"
"2021","313","Textile Mills","Total","20-49","5"
"2021","313","Textile Mills","NA","50-99","0"
"2021","313","Textile Mills","Less than $100K","50-99","0"
"2021","313","Textile Mills","$100K-$200K","50-99","0"
"2021","313","Textile Mills","$200K-$500K","50-99","0"
"2021","313","Textile Mills","$500K-$1M","50-99","0"
"2021","313","Textile Mills","$1M-$2.5M","50-99","0"
"2021","313","Textile Mills","$2.5M-$5M","50-99","0"
"2021","313","Textile Mills","$5M-$10M","50-99","3"
"2021","313","Textile Mills","$10M-$20M","50-99","0"
"2021","313","Textile Mills","$20M-$50M","50-99","2"
"2021","313","Textile Mills","$50M-$100M","50-99","0"
"2021","313","Textile Mills","$100M-$500M","50-99","0"
"2021","313","Textile Mills","$500M-$1B","50-99","0"
"2021","313","Textile Mills","Over $1B","50-99","0"
"2021","313","Textile Mills","Total","50-99","5"
"2021","313","Textile Mills","NA","100-249","0"
"2021","313","Textile Mills","Less than $100K","100-249","0"
"2021","313","Textile Mills","$100K-$200K","100-249","0"
"2021","313","Textile Mills","$200K-$500K","100-249","0"
"2021","313","Textile Mills","$500K-$1M","100-249","0"
"2021","313","Textile Mills","$1M-$2.5M","100-249","0"
"2021","313","Textile Mills","$2.5M-$5M","100-249","0"
"2021","313","Textile Mills","$5M-$10M","100-249","0"
"2021","313","Textile Mills","$10M-$20M","100-249","0"
"2021","313","Textile Mills","$20M-$50M","100-249","0"
"2021","313","Textile Mills","$50M-$100M","100-249","0"
"2021","313","Textile Mills","$100M-$500M","100-249","0"
"2021","313","Textile Mills","$500M-$1B","100-249","0"
"2021","313","Textile Mills","Over $1B","100-249","0"
"2021","313","Textile Mills","Total","100-249","0"
"2021","313","Textile Mills","NA","250-499","0"
"2021","313","Textile Mills","Less than $100K","250-499","0"
"2021","313","Textile Mills","$100K-$200K","250-499","0"
"2021","313","Textile Mills","$200K-$500K","250-499","0"
"2021","313","Textile Mills","$500K-$1M","250-499","0"
"2021","313","Textile Mills","$1M-$2.5M","250-499","0"
"2021","313","Textile Mills","$2.5M-$5M","250-499","0"
"2021","313","Textile Mills","$5M-$10M","250-499","0"
"2021","313","Textile Mills","$10M-$20M","250-499","0"
"2021","313","Textile Mills","$20M-$50M","250-499","0"
"2021","313","Textile Mills","$50M-$100M","250-499","0"
"2021","313","Textile Mills","$100M-$500M","250-499","0"
"2021","313","Textile Mills","$500M-$1B","250-499","0"
"2021","313","Textile Mills","Over $1B","250-499","0"
"2021","313","Textile Mills","Total","250-499","0"
"2021","313","Textile Mills","NA","500-999","0"
"2021","313","Textile Mills","Less than $100K","500-999","0"
"2021","313","Textile Mills","$100K-$200K","500-999","0"
"2021","313","Textile Mills","$200K-$500K","500-999","0"
"2021","313","Textile Mills","$500K-$1M","500-999","0"
"2021","313","Textile Mills","$1M-$2.5M","500-999","0"
"2021","313","Textile Mills","$2.5M-$5M","500-999","0"
"2021","313","Textile Mills","$5M-$10M","500-999","0"
"2021","313","Textile Mills","$10M-$20M","500-999","0"
"2021","313","Textile Mills","$20M-$50M","500-999","0"
"2021","313","Textile Mills","$50M-$100M","500-999","0"
"2021","313","Textile Mills","$100M-$500M","500-999","0"
"2021","313","Textile Mills","$500M-$1B","500-999","0"
"2021","313","Textile Mills","Over $1B","500-999","0"
"2021","313","Textile Mills","Total","500-999","0"
"2021","313","Textile Mills","NA","1,000-4,999","0"
"2021","313","Textile Mills","Less than $100K","1,000-4,999","0"
"2021","313","Textile Mills","$100K-$200K","1,000-4,999","0"
"2021","313","Textile Mills","$200K-$500K","1,000-4,999","0"
"2021","313","Textile Mills","$500K-$1M","1,000-4,999","0"
"2021","313","Textile Mills","$1M-$2.5M","1,000-4,999","0"
"2021","313","Textile Mills","$2.5M-$5M","1,000-4,999","0"
"2021","313","Textile Mills","$5M-$10M","1,000-4,999","0"
"2021","313","Textile Mills","$10M-$20M","1,000-4,999","0"
"2021","313","Textile Mills","$20M-$50M","1,000-4,999","0"
"2021","313","Textile Mills","$50M-$100M","1,000-4,999","0"
"2021","313","Textile Mills","$100M-$500M","1,000-4,999","0"
"2021","313","Textile Mills","$500M-$1B","1,000-4,999","0"
"2021","313","Textile Mills","Over $1B","1,000-4,999","0"
"2021","313","Textile Mills","Total","1,000-4,999","0"
"2021","313","Textile Mills","NA","5,000-9,999","0"
"2021","313","Textile Mills","Less than $100K","5,000-9,999","0"
"2021","313","Textile Mills","$100K-$200K","5,000-9,999","0"
"2021","313","Textile Mills","$200K-$500K","5,000-9,999","0"
"2021","313","Textile Mills","$500K-$1M","5,000-9,999","0"
"2021","313","Textile Mills","$1M-$2.5M","5,000-9,999","0"
"2021","313","Textile Mills","$2.5M-$5M","5,000-9,999","0"
"2021","313","Textile Mills","$5M-$10M","5,000-9,999","0"
"2021","313","Textile Mills","$10M-$20M","5,000-9,999","0"
"2021","313","Textile Mills","$20M-$50M","5,000-9,999","0"
"2021","313","Textile Mills","$50M-$100M","5,000-9,999","0"
"2021","313","Textile Mills","$100M-$500M","5,000-9,999","0"
"2021","313","Textile Mills","$500M-$1B","5,000-9,999","0"
"2021","313","Textile Mills","Over $1B","5,000-9,999","0"
"2021","313","Textile Mills","Total","5,000-9,999","0"
"2021","313","Textile Mills","NA","Over 10,000","0"
"2021","313","Textile Mills","Less than $100K","Over 10,000","0"
"2021","313","Textile Mills","$100K-$200K","Over 10,000","0"
"2021","313","Textile Mills","$200K-$500K","Over 10,000","0"
"2021","313","Textile Mills","$500K-$1M","Over 10,000","0"
"2021","313","Textile Mills","$1M-$2.5M","Over 10,000","0"
"2021","313","Textile Mills","$2.5M-$5M","Over 10,000","0"
"2021","313","Textile Mills","$5M-$10M","Over 10,000","0"
"2021","313","Textile Mills","$10M-$20M","Over 10,000","0"
"2021","313","Textile Mills","$20M-$50M","Over 10,000","0"
"2021","313","Textile Mills","$50M-$100M","Over 10,000","0"
"2021","313","Textile Mills","$100M-$500M","Over 10,000","0"
"2021","313","Textile Mills","$500M-$1B","Over 10,000","0"
"2021","313","Textile Mills","Over $1B","Over 10,000","0"
"2021","313","Textile Mills","Total","Over 10,000","0"
"2021","313","Textile Mills","NA","NA","0"
"2021","313","Textile Mills","Less than $100K","NA","1"
"2021","313","Textile Mills","$100K-$200K","NA","0"
"2021","313","Textile Mills","$200K-$500K","NA","0"
"2021","313","Textile Mills","$500K-$1M","NA","0"
"2021","313","Textile Mills","$1M-$2.5M","NA","0"
"2021","313","Textile Mills","$2.5M-$5M","NA","0"
"2021","313","Textile Mills","$5M-$10M","NA","0"
"2021","313","Textile Mills","$10M-$20M","NA","0"
"2021","313","Textile Mills","$20M-$50M","NA","0"
"2021","313","Textile Mills","$50M-$100M","NA","0"
"2021","313","Textile Mills","$100M-$500M","NA","0"
"2021","313","Textile Mills","$500M-$1B","NA","0"
"2021","313","Textile Mills","Over $1B","NA","0"
"2021","313","Textile Mills","Total","NA","1"
"2021","313","Textile Mills","NA","Total","0"
"2021","313","Textile Mills","Less than $100K","Total","3"
"2021","313","Textile Mills","$100K-$200K","Total","14"
"2021","313","Textile Mills","$200K-$500K","Total","14"
"2021","313","Textile Mills","$500K-$1M","Total","24"
"2021","313","Textile Mills","$1M-$2.5M","Total","44"
"2021","313","Textile Mills","$2.5M-$5M","Total","14"
"2021","313","Textile Mills","$5M-$10M","Total","21"
"2021","313","Textile Mills","$10M-$20M","Total","3"
"2021","313","Textile Mills","$20M-$50M","Total","2"
"2021","313","Textile Mills","$50M-$100M","Total","0"
"2021","313","Textile Mills","$100M-$500M","Total","0"
"2021","313","Textile Mills","$500M-$1B","Total","0"
"2021","313","Textile Mills","Over $1B","Total","0"
"2021","313","Textile Mills","Total","Total","139"
"2021","314","Textile Product Mills","NA","1-4","3"
"2021","314","Textile Product Mills","Less than $100K","1-4","10"
"2021","314","Textile Product Mills","$100K-$200K","1-4","32"
"2021","314","Textile Product Mills","$200K-$500K","1-4","203"
"2021","314","Textile Product Mills","$500K-$1M","1-4","340"
"2021","314","Textile Product Mills","$1M-$2.5M","1-4","1"
"2021","314","Textile Product Mills","$2.5M-$5M","1-4","1"
"2021","314","Textile Product Mills","$5M-$10M","1-4","0"
"2021","314","Textile Product Mills","$10M-$20M","1-4","0"
"2021","314","Textile Product Mills","$20M-$50M","1-4","0"
"2021","314","Textile Product Mills","$50M-$100M","1-4","0"
"2021","314","Textile Product Mills","$100M-$500M","1-4","0"
"2021","314","Textile Product Mills","$500M-$1B","1-4","0"
"2021","314","Textile Product Mills","Over $1B","1-4","0"
"2021","314","Textile Product Mills","Total","1-4","590"
"2021","314","Textile Product Mills","NA","5-9","0"
