"yr","naics_code","naics_code_descr","revenue_category","employee_size","number_of_biz"
"2021","314","Textile Product Mills","Less than $100K","5-9","0"
"2021","314","Textile Product Mills","$100K-$200K","5-9","0"
"2021","314","Textile Product Mills","$200K-$500K","5-9","6"
"2021","314","Textile Product Mills","$500K-$1M","5-9","44"
"2021","314","Textile Product Mills","$1M-$2.5M","5-9","25"
"2021","314","Textile Product Mills","$2.5M-$5M","5-9","1"
"2021","314","Textile Product Mills","$5M-$10M","5-9","0"
"2021","314","Textile Product Mills","$10M-$20M","5-9","0"
"2021","314","Textile Product Mills","$20M-$50M","5-9","0"
"2021","314","Textile Product Mills","$50M-$100M","5-9","0"
"2021","314","Textile Product Mills","$100M-$500M","5-9","0"
"2021","314","Textile Product Mills","$500M-$1B","5-9","0"
"2021","314","Textile Product Mills","Over $1B","5-9","0"
"2021","314","Textile Product Mills","Total","5-9","76"
"2021","314","Textile Product Mills","NA","10-19","0"
"2021","314","Textile Product Mills","Less than $100K","10-19","0"
"2021","314","Textile Product Mills","$100K-$200K","10-19","0"
"2021","314","Textile Product Mills","$200K-$500K","10-19","0"
"2021","314","Textile Product Mills","$500K-$1M","10-19","1"
"2021","314","Textile Product Mills","$1M-$2.5M","10-19","15"
"2021","314","Textile Product Mills","$2.5M-$5M","10-19","9"
"2021","314","Textile Product Mills","$5M-$10M","10-19","0"
"2021","314","Textile Product Mills","$10M-$20M","10-19","0"
"2021","314","Textile Product Mills","$20M-$50M","10-19","0"
"2021","314","Textile Product Mills","$50M-$100M","10-19","0"
"2021","314","Textile Product Mills","$100M-$500M","10-19","0"
"2021","314","Textile Product Mills","$500M-$1B","10-19","0"
"2021","314","Textile Product Mills","Over $1B","10-19","0"
"2021","314","Textile Product Mills","Total","10-19","25"
"2021","314","Textile Product Mills","NA","20-49","0"
"2021","314","Textile Product Mills","Less than $100K","20-49","0"
"2021","314","Textile Product Mills","$100K-$200K","20-49","0"
"2021","314","Textile Product Mills","$200K-$500K","20-49","0"
"2021","314","Textile Product Mills","$500K-$1M","20-49","0"
"2021","314","Textile Product Mills","$1M-$2.5M","20-49","4"
"2021","314","Textile Product Mills","$2.5M-$5M","20-49","105"
"2021","314","Textile Product Mills","$5M-$10M","20-49","2"
"2021","314","Textile Product Mills","$10M-$20M","20-49","0"
"2021","314","Textile Product Mills","$20M-$50M","20-49","0"
"2021","314","Textile Product Mills","$50M-$100M","20-49","0"
"2021","314","Textile Product Mills","$100M-$500M","20-49","0"
"2021","314","Textile Product Mills","$500M-$1B","20-49","0"
"2021","314","Textile Product Mills","Over $1B","20-49","0"
"2021","314","Textile Product Mills","Total","20-49","111"
"2021","314","Textile Product Mills","NA","50-99","0"
"2021","314","Textile Product Mills","Less than $100K","50-99","0"
"2021","314","Textile Product Mills","$100K-$200K","50-99","0"
"2021","314","Textile Product Mills","$200K-$500K","50-99","0"
"2021","314","Textile Product Mills","$500K-$1M","50-99","0"
"2021","314","Textile Product Mills","$1M-$2.5M","50-99","0"
"2021","314","Textile Product Mills","$2.5M-$5M","50-99","1"
"2021","314","Textile Product Mills","$5M-$10M","50-99","3"
"2021","314","Textile Product Mills","$10M-$20M","50-99","1"
"2021","314","Textile Product Mills","$20M-$50M","50-99","0"
"2021","314","Textile Product Mills","$50M-$100M","50-99","0"
"2021","314","Textile Product Mills","$100M-$500M","50-99","0"
"2021","314","Textile Product Mills","$500M-$1B","50-99","0"
"2021","314","Textile Product Mills","Over $1B","50-99","0"
"2021","314","Textile Product Mills","Total","50-99","5"
"2021","314","Textile Product Mills","NA","100-249","0"
"2021","314","Textile Product Mills","Less than $100K","100-249","0"
"2021","314","Textile Product Mills","$100K-$200K","100-249","0"
"2021","314","Textile Product Mills","$200K-$500K","100-249","0"
"2021","314","Textile Product Mills","$500K-$1M","100-249","0"
"2021","314","Textile Product Mills","$1M-$2.5M","100-249","0"
"2021","314","Textile Product Mills","$2.5M-$5M","100-249","0"
"2021","314","Textile Product Mills","$5M-$10M","100-249","0"
"2021","314","Textile Product Mills","$10M-$20M","100-249","1"
"2021","314","Textile Product Mills","$20M-$50M","100-249","1"
"2021","314","Textile Product Mills","$50M-$100M","100-249","0"
"2021","314","Textile Product Mills","$100M-$500M","100-249","0"
"2021","314","Textile Product Mills","$500M-$1B","100-249","0"
"2021","314","Textile Product Mills","Over $1B","100-249","0"
"2021","314","Textile Product Mills","Total","100-249","2"
"2021","314","Textile Product Mills","NA","250-499","0"
"2021","314","Textile Product Mills","Less than $100K","250-499","0"
"2021","314","Textile Product Mills","$100K-$200K","250-499","0"
"2021","314","Textile Product Mills","$200K-$500K","250-499","0"
"2021","314","Textile Product Mills","$500K-$1M","250-499","0"
"2021","314","Textile Product Mills","$1M-$2.5M","250-499","0"
"2021","314","Textile Product Mills","$2.5M-$5M","250-499","0"
"2021","314","Textile Product Mills","$5M-$10M","250-499","0"
"2021","314","Textile Product Mills","$10M-$20M","250-499","0"
"2021","314","Textile Product Mills","$20M-$50M","250-499","0"
"2021","314","Textile Product Mills","$50M-$100M","250-499","0"
"2021","314","Textile Product Mills","$100M-$500M","250-499","0"
"2021","314","Textile Product Mills","$500M-$1B","250-499","0"
"2021","314","Textile Product Mills","Over $1B","250-499","0"
"2021","314","Textile Product Mills","Total","250-499","0"
"2021","314","Textile Product Mills","NA","500-999","0"
"2021","314","Textile Product Mills","Less than $100K","500-999","0"
"2021","314","Textile Product Mills","$100K-$200K","500-999","0"
"2021","314","Textile Product Mills","$200K-$500K","500-999","0"
"2021","314","Textile Product Mills","$500K-$1M","500-999","0"
"2021","314","Textile Product Mills","$1M-$2.5M","500-999","0"
"2021","314","Textile Product Mills","$2.5M-$5M","500-999","0"
"2021","314","Textile Product Mills","$5M-$10M","500-999","0"
"2021","314","Textile Product Mills","$10M-$20M","500-999","0"
"2021","314","Textile Product Mills","$20M-$50M","500-999","0"
"2021","314","Textile Product Mills","$50M-$100M","500-999","0"
"2021","314","Textile Product Mills","$100M-$500M","500-999","0"
"2021","314","Textile Product Mills","$500M-$1B","500-999","0"
"2021","314","Textile Product Mills","Over $1B","500-999","0"
"2021","314","Textile Product Mills","Total","500-999","0"
"2021","314","Textile Product Mills","NA","1,000-4,999","0"
"2021","314","Textile Product Mills","Less than $100K","1,000-4,999","0"
"2021","314","Textile Product Mills","$100K-$200K","1,000-4,999","0"
"2021","314","Textile Product Mills","$200K-$500K","1,000-4,999","0"
"2021","314","Textile Product Mills","$500K-$1M","1,000-4,999","0"
"2021","314","Textile Product Mills","$1M-$2.5M","1,000-4,999","0"
"2021","314","Textile Product Mills","$2.5M-$5M","1,000-4,999","0"
"2021","314","Textile Product Mills","$5M-$10M","1,000-4,999","0"
"2021","314","Textile Product Mills","$10M-$20M","1,000-4,999","0"
"2021","314","Textile Product Mills","$20M-$50M","1,000-4,999","0"
"2021","314","Textile Product Mills","$50M-$100M","1,000-4,999","0"
"2021","314","Textile Product Mills","$100M-$500M","1,000-4,999","0"
"2021","314","Textile Product Mills","$500M-$1B","1,000-4,999","0"
"2021","314","Textile Product Mills","Over $1B","1,000-4,999","0"
"2021","314","Textile Product Mills","Total","1,000-4,999","0"
"2021","314","Textile Product Mills","NA","5,000-9,999","0"
"2021","314","Textile Product Mills","Less than $100K","5,000-9,999","0"
"2021","314","Textile Product Mills","$100K-$200K","5,000-9,999","0"
"2021","314","Textile Product Mills","$200K-$500K","5,000-9,999","0"
"2021","314","Textile Product Mills","$500K-$1M","5,000-9,999","0"
"2021","314","Textile Product Mills","$1M-$2.5M","5,000-9,999","0"
"2021","314","Textile Product Mills","$2.5M-$5M","5,000-9,999","0"
"2021","314","Textile Product Mills","$5M-$10M","5,000-9,999","0"
"2021","314","Textile Product Mills","$10M-$20M","5,000-9,999","0"
"2021","314","Textile Product Mills","$20M-$50M","5,000-9,999","0"
"2021","314","Textile Product Mills","$50M-$100M","5,000-9,999","0"
"2021","314","Textile Product Mills","$100M-$500M","5,000-9,999","0"
"2021","314","Textile Product Mills","$500M-$1B","5,000-9,999","0"
"2021","314","Textile Product Mills","Over $1B","5,000-9,999","0"
"2021","314","Textile Product Mills","Total","5,000-9,999","0"
"2021","314","Textile Product Mills","NA","Over 10,000","0"
"2021","314","Textile Product Mills","Less than $100K","Over 10,000","0"
"2021","314","Textile Product Mills","$100K-$200K","Over 10,000","0"
"2021","314","Textile Product Mills","$200K-$500K","Over 10,000","0"
"2021","314","Textile Product Mills","$500K-$1M","Over 10,000","0"
"2021","314","Textile Product Mills","$1M-$2.5M","Over 10,000","0"
"2021","314","Textile Product Mills","$2.5M-$5M","Over 10,000","0"
"2021","314","Textile Product Mills","$5M-$10M","Over 10,000","0"
"2021","314","Textile Product Mills","$10M-$20M","Over 10,000","0"
"2021","314","Textile Product Mills","$20M-$50M","Over 10,000","0"
"2021","314","Textile Product Mills","$50M-$100M","Over 10,000","0"
"2021","314","Textile Product Mills","$100M-$500M","Over 10,000","0"
"2021","314","Textile Product Mills","$500M-$1B","Over 10,000","0"
"2021","314","Textile Product Mills","Over $1B","Over 10,000","0"
"2021","314","Textile Product Mills","Total","Over 10,000","0"
"2021","314","Textile Product Mills","NA","NA","1"
"2021","314","Textile Product Mills","Less than $100K","NA","2"
"2021","314","Textile Product Mills","$100K-$200K","NA","0"
"2021","314","Textile Product Mills","$200K-$500K","NA","0"
"2021","314","Textile Product Mills","$500K-$1M","NA","0"
"2021","314","Textile Product Mills","$1M-$2.5M","NA","0"
"2021","314","Textile Product Mills","$2.5M-$5M","NA","0"
"2021","314","Textile Product Mills","$5M-$10M","NA","0"
"2021","314","Textile Product Mills","$10M-$20M","NA","0"
"2021","314","Textile Product Mills","$20M-$50M","NA","0"
"2021","314","Textile Product Mills","$50M-$100M","NA","0"
"2021","314","Textile Product Mills","$100M-$500M","NA","0"
"2021","314","Textile Product Mills","$500M-$1B","NA","0"
"2021","314","Textile Product Mills","Over $1B","NA","0"
"2021","314","Textile Product Mills","Total","NA","3"
"2021","314","Textile Product Mills","NA","Total","4"
"2021","314","Textile Product Mills","Less than $100K","Total","12"
"2021","314","Textile Product Mills","$100K-$200K","Total","32"
"2021","314","Textile Product Mills","$200K-$500K","Total","209"
"2021","314","Textile Product Mills","$500K-$1M","Total","385"
"2021","314","Textile Product Mills","$1M-$2.5M","Total","45"
"2021","314","Textile Product Mills","$2.5M-$5M","Total","117"
"2021","314","Textile Product Mills","$5M-$10M","Total","5"
"2021","314","Textile Product Mills","$10M-$20M","Total","2"
"2021","314","Textile Product Mills","$20M-$50M","Total","1"
"2021","314","Textile Product Mills","$50M-$100M","Total","0"
"2021","314","Textile Product Mills","$100M-$500M","Total","0"
"2021","314","Textile Product Mills","$500M-$1B","Total","0"
"2021","314","Textile Product Mills","Over $1B","Total","0"
"2021","314","Textile Product Mills","Total","Total","812"
"2021","315","Apparel Manufacturing","NA","1-4","0"
"2021","315","Apparel Manufacturing","Less than $100K","1-4","22"
"2021","315","Apparel Manufacturing","$100K-$200K","1-4","21"
"2021","315","Apparel Manufacturing","$200K-$500K","1-4","21"
"2021","315","Apparel Manufacturing","$500K-$1M","1-4","1"
"2021","315","Apparel Manufacturing","$1M-$2.5M","1-4","0"
"2021","315","Apparel Manufacturing","$2.5M-$5M","1-4","0"
"2021","315","Apparel Manufacturing","$5M-$10M","1-4","0"
"2021","315","Apparel Manufacturing","$10M-$20M","1-4","0"
"2021","315","Apparel Manufacturing","$20M-$50M","1-4","0"
"2021","315","Apparel Manufacturing","$50M-$100M","1-4","0"
"2021","315","Apparel Manufacturing","$100M-$500M","1-4","0"
"2021","315","Apparel Manufacturing","$500M-$1B","1-4","0"
"2021","315","Apparel Manufacturing","Over $1B","1-4","0"
"2021","315","Apparel Manufacturing","Total","1-4","65"
"2021","315","Apparel Manufacturing","NA","5-9","0"
"2021","315","Apparel Manufacturing","Less than $100K","5-9","0"
"2021","315","Apparel Manufacturing","$100K-$200K","5-9","0"
"2021","315","Apparel Manufacturing","$200K-$500K","5-9","6"
"2021","315","Apparel Manufacturing","$500K-$1M","5-9","12"
"2021","315","Apparel Manufacturing","$1M-$2.5M","5-9","11"
"2021","315","Apparel Manufacturing","$2.5M-$5M","5-9","0"
"2021","315","Apparel Manufacturing","$5M-$10M","5-9","0"
"2021","315","Apparel Manufacturing","$10M-$20M","5-9","0"
"2021","315","Apparel Manufacturing","$20M-$50M","5-9","0"
"2021","315","Apparel Manufacturing","$50M-$100M","5-9","0"
"2021","315","Apparel Manufacturing","$100M-$500M","5-9","0"
"2021","315","Apparel Manufacturing","$500M-$1B","5-9","0"
"2021","315","Apparel Manufacturing","Over $1B","5-9","0"
"2021","315","Apparel Manufacturing","Total","5-9","29"
"2021","315","Apparel Manufacturing","NA","10-19","1"
"2021","315","Apparel Manufacturing","Less than $100K","10-19","0"
"2021","315","Apparel Manufacturing","$100K-$200K","10-19","0"
"2021","315","Apparel Manufacturing","$200K-$500K","10-19","0"
"2021","315","Apparel Manufacturing","$500K-$1M","10-19","11"
"2021","315","Apparel Manufacturing","$1M-$2.5M","10-19","8"
"2021","315","Apparel Manufacturing","$2.5M-$5M","10-19","5"
"2021","315","Apparel Manufacturing","$5M-$10M","10-19","0"
"2021","315","Apparel Manufacturing","$10M-$20M","10-19","0"
"2021","315","Apparel Manufacturing","$20M-$50M","10-19","0"
"2021","315","Apparel Manufacturing","$50M-$100M","10-19","0"
"2021","315","Apparel Manufacturing","$100M-$500M","10-19","0"
"2021","315","Apparel Manufacturing","$500M-$1B","10-19","0"
"2021","315","Apparel Manufacturing","Over $1B","10-19","0"
"2021","315","Apparel Manufacturing","Total","10-19","25"
"2021","315","Apparel Manufacturing","NA","20-49","0"
"2021","315","Apparel Manufacturing","Less than $100K","20-49","0"
"2021","315","Apparel Manufacturing","$100K-$200K","20-49","0"
"2021","315","Apparel Manufacturing","$200K-$500K","20-49","0"
"2021","315","Apparel Manufacturing","$500K-$1M","20-49","0"
"2021","315","Apparel Manufacturing","$1M-$2.5M","20-49","3"
"2021","315","Apparel Manufacturing","$2.5M-$5M","20-49","3"
"2021","315","Apparel Manufacturing","$5M-$10M","20-49","0"
"2021","315","Apparel Manufacturing","$10M-$20M","20-49","0"
"2021","315","Apparel Manufacturing","$20M-$50M","20-49","0"
"2021","315","Apparel Manufacturing","$50M-$100M","20-49","0"
"2021","315","Apparel Manufacturing","$100M-$500M","20-49","0"
"2021","315","Apparel Manufacturing","$500M-$1B","20-49","0"
"2021","315","Apparel Manufacturing","Over $1B","20-49","0"
"2021","315","Apparel Manufacturing","Total","20-49","6"
"2021","315","Apparel Manufacturing","NA","50-99","1"
"2021","315","Apparel Manufacturing","Less than $100K","50-99","0"
"2021","315","Apparel Manufacturing","$100K-$200K","50-99","0"
"2021","315","Apparel Manufacturing","$200K-$500K","50-99","0"
"2021","315","Apparel Manufacturing","$500K-$1M","50-99","0"
"2021","315","Apparel Manufacturing","$1M-$2.5M","50-99","0"
"2021","315","Apparel Manufacturing","$2.5M-$5M","50-99","4"
"2021","315","Apparel Manufacturing","$5M-$10M","50-99","0"
"2021","315","Apparel Manufacturing","$10M-$20M","50-99","0"
"2021","315","Apparel Manufacturing","$20M-$50M","50-99","0"
"2021","315","Apparel Manufacturing","$50M-$100M","50-99","0"
"2021","315","Apparel Manufacturing","$100M-$500M","50-99","0"
"2021","315","Apparel Manufacturing","$500M-$1B","50-99","0"
"2021","315","Apparel Manufacturing","Over $1B","50-99","0"
"2021","315","Apparel Manufacturing","Total","50-99","5"
"2021","315","Apparel Manufacturing","NA","100-249","0"
"2021","315","Apparel Manufacturing","Less than $100K","100-249","0"
"2021","315","Apparel Manufacturing","$100K-$200K","100-249","0"
"2021","315","Apparel Manufacturing","$200K-$500K","100-249","0"
"2021","315","Apparel Manufacturing","$500K-$1M","100-249","0"
"2021","315","Apparel Manufacturing","$1M-$2.5M","100-249","0"
"2021","315","Apparel Manufacturing","$2.5M-$5M","100-249","0"
"2021","315","Apparel Manufacturing","$5M-$10M","100-249","1"
"2021","315","Apparel Manufacturing","$10M-$20M","100-249","0"
"2021","315","Apparel Manufacturing","$20M-$50M","100-249","0"
"2021","315","Apparel Manufacturing","$50M-$100M","100-249","0"
"2021","315","Apparel Manufacturing","$100M-$500M","100-249","0"
"2021","315","Apparel Manufacturing","$500M-$1B","100-249","0"
"2021","315","Apparel Manufacturing","Over $1B","100-249","0"
"2021","315","Apparel Manufacturing","Total","100-249","1"
"2021","315","Apparel Manufacturing","NA","250-499","0"
"2021","315","Apparel Manufacturing","Less than $100K","250-499","0"
